"Statistic","Month","Age Group","Sex","Social Welfare Scheme","UNIT","VALUE"
"Persons on Live Register","1982M08","Under 25 years","Female","Jobseekers benefit claims","Number",""
"Persons on Live Register","1982M08","Under 25 years","Female","Other registrants","Number","794"
"Persons on Live Register","1982M08","25 years and over","Both sexes","All classes","Number","0"
"Persons on Live Register","1982M08","25 years and over","Both sexes","Jobseekers allowance applications","Number",""
"Persons on Live Register","1982M08","25 years and over","Both sexes","Jobseekers benefit claims","Number",""
"Persons on Live Register","1982M08","25 years and over","Both sexes","Other registrants","Number",""
"Persons on Live Register","1982M08","25 years and over","Male","All classes","Number","0"
"Persons on Live Register","1982M08","25 years and over","Male","Jobseekers allowance applications","Number",""
"Persons on Live Register","1982M08","25 years and over","Male","Jobseekers benefit claims","Number",""
"Persons on Live Register","1982M08","25 years and over","Male","Other registrants","Number",""
"Persons on Live Register","1982M08","25 years and over","Female","All classes","Number","0"
"Persons on Live Register","1982M08","25 years and over","Female","Jobseekers allowance applications","Number",""
"Persons on Live Register","1982M08","25 years and over","Female","Jobseekers benefit claims","Number",""
"Persons on Live Register","1982M08","25 years and over","Female","Other registrants","Number",""
"Persons on Live Register","1982M08","All ages","Both sexes","All classes","Number","160760"
"Persons on Live Register","1982M08","All ages","Both sexes","Jobseekers allowance applications","Number","77944"
"Persons on Live Register","1982M08","All ages","Both sexes","Jobseekers benefit claims","Number","77277"
"Persons on Live Register","1982M08","All ages","Both sexes","Other registrants","Number","5539"
"Persons on Live Register","1982M08","All ages","Male","All classes","Number","120926"
"Persons on Live Register","1982M08","All ages","Male","Jobseekers allowance applications","Number","66393"
"Persons on Live Register","1982M08","All ages","Male","Jobseekers benefit claims","Number","53552"
"Persons on Live Register","1982M08","All ages","Male","Other registrants","Number","981"
"Persons on Live Register","1982M08","All ages","Female","All classes","Number","39834"
"Persons on Live Register","1982M08","All ages","Female","Jobseekers allowance applications","Number","11551"
"Persons on Live Register","1982M08","All ages","Female","Jobseekers benefit claims","Number","23725"
"Persons on Live Register","1982M08","All ages","Female","Other registrants","Number","4558"
"Persons on Live Register","1982M09","Under 25 years","Both sexes","All classes","Number","47827"
"Persons on Live Register","1982M09","Under 25 years","Both sexes","Jobseekers allowance applications","Number","21022"
"Persons on Live Register","1982M09","Under 25 years","Both sexes","Jobseekers benefit claims","Number","25824"
"Persons on Live Register","1982M09","Under 25 years","Both sexes","Other registrants","Number","981"
"Persons on Live Register","1982M09","Under 25 years","Male","All classes","Number","30904"
"Persons on Live Register","1982M09","Under 25 years","Male","Jobseekers allowance applications","Number","14860"
"Persons on Live Register","1982M09","Under 25 years","Male","Jobseekers benefit claims","Number","15864"
"Persons on Live Register","1982M09","Under 25 years","Male","Other registrants","Number","180"
"Persons on Live Register","1982M09","Under 25 years","Female","All classes","Number","6963"
"Persons on Live Register","1982M09","Under 25 years","Female","Jobseekers allowance applications","Number","6162"
"Persons on Live Register","1982M09","Under 25 years","Female","Jobseekers benefit claims","Number",""
"Persons on Live Register","1982M09","Under 25 years","Female","Other registrants","Number","801"
"Persons on Live Register","1982M09","25 years and over","Both sexes","All classes","Number","0"
"Persons on Live Register","1982M09","25 years and over","Both sexes","Jobseekers allowance applications","Number",""
"Persons on Live Register","1982M09","25 years and over","Both sexes","Jobseekers benefit claims","Number",""
"Persons on Live Register","1982M09","25 years and over","Both sexes","Other registrants","Number",""
"Persons on Live Register","1982M09","25 years and over","Male","All classes","Number","0"
"Persons on Live Register","1982M09","25 years and over","Male","Jobseekers allowance applications","Number",""
"Persons on Live Register","1982M09","25 years and over","Male","Jobseekers benefit claims","Number",""
"Persons on Live Register","1982M09","25 years and over","Male","Other registrants","Number",""
"Persons on Live Register","1982M09","25 years and over","Female","All classes","Number","0"
"Persons on Live Register","1982M09","25 years and over","Female","Jobseekers allowance applications","Number",""
"Persons on Live Register","1982M09","25 years and over","Female","Jobseekers benefit claims","Number",""
"Persons on Live Register","1982M09","25 years and over","Female","Other registrants","Number",""
"Persons on Live Register","1982M09","All ages","Both sexes","All classes","Number","160237"
"Persons on Live Register","1982M09","All ages","Both sexes","Jobseekers allowance applications","Number","77725"
"Persons on Live Register","1982M09","All ages","Both sexes","Jobseekers benefit claims","Number","76837"
"Persons on Live Register","1982M09","All ages","Both sexes","Other registrants","Number","5675"
"Persons on Live Register","1982M09","All ages","Male","All classes","Number","121286"
"Persons on Live Register","1982M09","All ages","Male","Jobseekers allowance applications","Number","66643"
"Persons on Live Register","1982M09","All ages","Male","Jobseekers benefit claims","Number","53665"
"Persons on Live Register","1982M09","All ages","Male","Other registrants","Number","978"
"Persons on Live Register","1982M09","All ages","Female","All classes","Number","38951"
"Persons on Live Register","1982M09","All ages","Female","Jobseekers allowance applications","Number","11082"
"Persons on Live Register","1982M09","All ages","Female","Jobseekers benefit claims","Number","23172"
"Persons on Live Register","1982M09","All ages","Female","Other registrants","Number","4697"
"Persons on Live Register","1982M10","Under 25 years","Both sexes","All classes","Number","48760"
"Persons on Live Register","1982M10","Under 25 years","Both sexes","Jobseekers allowance applications","Number","20511"
"Persons on Live Register","1982M10","Under 25 years","Both sexes","Jobseekers benefit claims","Number","27234"
"Persons on Live Register","1982M10","Under 25 years","Both sexes","Other registrants","Number","1015"
"Persons on Live Register","1982M10","Under 25 years","Male","All classes","Number","31093"
"Persons on Live Register","1982M10","Under 25 years","Male","Jobseekers allowance applications","Number","14565"
"Persons on Live Register","1982M10","Under 25 years","Male","Jobseekers benefit claims","Number","16355"
"Persons on Live Register","1982M10","Under 25 years","Male","Other registrants","Number","173"
"Persons on Live Register","1982M10","Under 25 years","Female","All classes","Number","6788"
"Persons on Live Register","1982M10","Under 25 years","Female","Jobseekers allowance applications","Number","5946"
"Persons on Live Register","1982M10","Under 25 years","Female","Jobseekers benefit claims","Number",""
"Persons on Live Register","1982M10","Under 25 years","Female","Other registrants","Number","842"
"Persons on Live Register","1982M10","25 years and over","Both sexes","All classes","Number","0"
"Persons on Live Register","1982M10","25 years and over","Both sexes","Jobseekers allowance applications","Number",""
"Persons on Live Register","1982M10","25 years and over","Both sexes","Jobseekers benefit claims","Number",""
"Persons on Live Register","1982M10","25 years and over","Both sexes","Other registrants","Number",""
"Persons on Live Register","1982M10","25 years and over","Male","All classes","Number","0"
"Persons on Live Register","1982M10","25 years and over","Male","Jobseekers allowance applications","Number",""
"Persons on Live Register","1982M10","25 years and over","Male","Jobseekers benefit claims","Number",""
"Persons on Live Register","1982M10","25 years and over","Male","Other registrants","Number",""
"Persons on Live Register","1982M10","25 years and over","Female","All classes","Number","0"
"Persons on Live Register","1982M10","25 years and over","Female","Jobseekers allowance applications","Number",""
"Persons on Live Register","1982M10","25 years and over","Female","Jobseekers benefit claims","Number",""
"Persons on Live Register","1982M10","25 years and over","Female","Other registrants","Number",""
"Persons on Live Register","1982M10","All ages","Both sexes","All classes","Number","165015"
